0,Orthology,Reaction,Reaction_decode,Pathway,Pathway_decode,Module,Module_decode
K00001,"E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]",R08310,"4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one + NAD+ <=> 5-Phenyl-1,3-oxazinane-2,4-dione + NADH + H+",map01220,Degradation of aromatic compounds,,
K16704,"rffC, wecD; dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase [EC:2.3.1.210]",R10142,"Acetyl-CoA + dTDP-4-amino-4,6-dideoxy-D-galactose <=> CoA + dTDP-4-acetamido-4,6-dideoxy-alpha-D-galactose",,,,
K16705,tuaE; teichuronic acid biosynthesis protein TuaE,,,,,,
K16706,tuaF; teichuronic acid biosynthesis protein TuaF,,,,,,
K16707,amsG; UDP-galactose-lipid carrier transferase,,,,,,
K16708,amsC; amylovoran biosynthesis protein AmsC,,,,,,
K16709,amsF; amylovoran biosynthesis protein AmsF,,,,,,
K16710,"wcaK, amsJ; colanic acid/amylovoran biosynthesis protein",,,,,,
K16711,wcaM; colanic acid biosynthesis protein WcaM,,,,,,
K16712,epsE; EPS I polysaccharide export inner membrane protein EpsE,,,map02020,Two-component system,,
K16713,epsF; EPS I polysaccharide export inner membrane protein EpsF,,,map02020,Two-component system,,
K16714,ANA1; anastral spindle 1,,,,,,
K16715,ANA2; anastral spindle 2,,,,,,
K16716,ASL; asterless,,,,,,
K16717,CEP97; centrosomal protein CEP97,,,,,,
K16718,CNN; centrosomin,,,,,,
K16719,"KANSL3, RCD1; regulatory NSL complex subunit 3",,,,,,
K16720,RCD2; reduction in cnn dots 2,,,,,,
K16721,RCD4; reduction in cnn dots 4,,,,,,
K16722,SPD2; spindle-defective protein 2,,,,,,
K16723,STG; M-phase inducer phosphatase [EC:3.1.3.48],,,,,,
K16724,STIL; SCL-interrupting locus protein,,,,,,
K16725,CEP192; centrosomal protein CEP192,,,,,,
K16726,"ANKRD17, MASK; ankyrin repeat domain-containing protein 17",,,,,,
K16727,ARHGEF10; Rho guanine nucleotide exchange factor 10,,,,,,
K16728,CEP152; centrosomal protein CEP152,,,,,,
K16729,"CHORDC1, CHP1; cysteine and histidine-rich domain-containing protein 1",,,,,,
K16730,CHORD; cysteine and histidine-rich domain-containing protein,,,,,,
K16731,GOLGA1; golgin subfamily A member 1,,,,,,
K16732,PRC1; protein regulator of cytokinesis 1,,,,,,
K16733,"RACGAP1, Tum; Rac GTPase-activating protein 1",,,,,,
K16734,"SAC3D1, SHD1; SAC3 domain-containing protein 1",,,,,,
K16735,ITGB1BP2; integrin beta-1-binding protein 2,,,,,,
K16736,BAN; bantam,,,map04391,Hippo signaling pathway - fly,,
K16737,"ZNF365, Su48; protein ZNF365",,,,,,
K16738,"NDE1, NUDE; nuclear distribution protein NudE",,,,,,
K16739,NDEL1; nuclear distribution protein NudE-like 1,,,,,,
K16740,AHI1; jouberin,,,,,,
K16741,ALMS1; alstrom syndrome protein 1,,,,,,
K16742,"ARL2BP, BART; ADP-ribosylation factor-like protein 2-binding protein",,,,,,
K16743,"ASPM, ASP; abnormal spindle-like microcephaly-associated protein",,,,,,
K16744,B9D1; B9 domain-containing protein 1,,,,,,
K16745,B9D2; B9 domain-containing protein 2,,,,,,
K16746,BBS1; Bardet-Biedl syndrome 1 protein,,,,,,
K16747,BBS2; Bardet-Biedl syndrome 2 protein,,,,,,
K16748,BBS5; Bardet-Biedl syndrome 5 protein,,,,,,
K16749,BBS7; Bardet-Biedl syndrome 7 protein,,,,,,
K16750,BLOC1S2; biogenesis of lysosome-related organelles complex 1 subunit 2,,,,,,
K16751,C2CD3; C2 domain-containing protein 3,,,,,,
K16752,CCDC15; coiled-coil domain-containing protein 15,,,,,,
K16753,CCDC34; coiled-coil domain-containing protein 34,,,,,,
K16754,CCDC41; coiled-coil domain-containing protein 41,,,,,,
K16755,CCDC61; coiled-coil domain-containing protein 61,,,,,,
K16756,CCDC64; coiled-coil domain-containing protein 64,,,,,,
K16757,CCDC77; coiled-coil domain-containing protein 77,,,,,,
K16758,CCDC85B; coiled-coil domain-containing protein 85B,,,,,,
K16759,CCDC102A; coiled-coil domain-containing protein 102A,,,,,,
K16760,CCHCR1; coiled-coil alpha-helical rod protein 1,,,,,,
K16761,CEP44; centrosomal protein CEP44,,,,,,
K16762,CEP57; centrosomal protein CEP57,,,,,,
K16763,CEP63; centrosomal protein CEP63,,,,,,
K16764,CEP68; centrosomal protein CEP68,,,,,,
K16765,CEP78; centrosomal protein CEP78,,,,,,
K16766,CEP85; centrosomal protein CEP85,,,,,,
K16767,CEP112; centrosomal protein CEP112,,,,,,
K16768,CEP350; centrosomal protein CEP350,,,,,,
K16769,CKAP2; cytoskeleton-associated protein 2,,,,,,
K16770,CNTRL; centriolin,,,,,,
K16771,CSPP1; centrosome and spindle pole-associated protein 1,,,,,,
K16772,FAM161A; protein FAM161A,,,,,,
K16773,FATS; fragile-site associated tumor suppressor,,,,,,
K16774,"IQCB1, NPHP5; IQ calmodulin-binding motif-containing protein 1",,,,,,
K16775,"MPHOSPH9, MPP9; M-phase phosphoprotein 9",,,,,,
K16776,NAV1; neuron navigator 1,,,,,,
K16777,NEURL4; neuralized-like protein 4,,,,,,
K16778,PDPN; podoplanin,,,,,,
K16779,"RAB3IP, RABIN8; Rab-3A-interacting protein",,,,,,
K16780,SSNA1; sjoegren syndrome nuclear autoantigen 1,,,,,,
K16781,"TTC8, BBS8; tetratricopeptide repeat protein 8",,,,,,
K16782,NEURL2; neuralized-like protein 2,,,,,,
K16783,bioN; biotin transport system permease protein,,,map02010,ABC transporters,,
K16784,bioM; biotin transport system ATP-binding protein [EC:3.6.3.-],,,map02010,ABC transporters,,
K16785,ecfT; energy-coupling factor transport system permease protein,,,map02010,ABC transporters,,
K16786,ecfA1; energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-],,,map02010,ABC transporters,,
K16787,ecfA2; energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-],,,map02010,ABC transporters,,
K16788,niaX; niacin transporter,,,,,,
K16789,thiT; thiamine transporter,,,,,,
K16790,SMAD5; mothers against decapentaplegic homolog 5,,,map04550,Signaling pathways regulating pluripotency of stem cells,,
K16791,"SMAD9, SMAD8; mothers against decapentaplegic homolog 9",,,map04550,Signaling pathways regulating pluripotency of stem cells,,
K16792,aksD; methanogen homoaconitase large subunit [EC:4.2.1.114],R10396,cis-(Homo)3-aconitate + H2O <=> (-)-threo-Iso(homo)3-citrate,map01230,Biosynthesis of amino acids,M00608,"2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate"
K16793,aksE; methanogen homoaconitase small subunit [EC:4.2.1.114],R10396,cis-(Homo)3-aconitate + H2O <=> (-)-threo-Iso(homo)3-citrate,map01230,Biosynthesis of amino acids,M00608,"2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate"
K16794,"PAFAH1B1, LIS1; platelet-activating factor acetylhydrolase IB subunit alpha",R04452,2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine + H2O <=> 1-Organyl-2-lyso-sn-glycero-3-phosphocholine + Acetate,map01100,Metabolic pathways,,
K16795,PAFAH1B2_3; platelet-activating factor acetylhydrolase IB subunit beta/gamma [EC:3.1.1.47],R04452,2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine + H2O <=> 1-Organyl-2-lyso-sn-glycero-3-phosphocholine + Acetate,map01100,Metabolic pathways,,
K16796,SOX2; transcription factor SOX2 (SOX group B),,,map04550,Signaling pathways regulating pluripotency of stem cells,,
K16797,GLI1; zinc finger protein GLI1,,,map05217,Basal cell carcinoma,,
K16798,GLI2; zinc finger protein GLI2,,,map05217,Basal cell carcinoma,,
K16799,CI; transcriptional activator cubitus interruptus,,,map04341,Hedgehog signaling pathway - fly,,
K16800,"AUNIP, AIBP; aurora kinase A and ninein-interacting protein",,,,,,
K16801,CEP19; centrosomal protein CEP19,,,,,,
K16802,CEP70; centrosomal protein CEP70,,,,,,
K16803,"CKAP5, XMAP215; cytoskeleton-associated protein 5",,,,,,
K16804,"DLGAP5, DLG7; disks large-associated protein 5",,,,,,
K16805,"FAM83D, CHICA; protein FAM83D",,,,,,
K16806,MAP7D1; MAP7 domain-containing protein 1,,,,,,
K16807,MAP7D3; MAP7 domain-containing protein 3,,,,,,
K16808,NUMA1; nuclear mitotic apparatus protein 1,,,,,,
K16809,QN1; protein QN1,,,,,,
K16810,TBCCD1; TBCC domain-containing protein 1,,,,,,
K16811,TCHP; trichoplein keratin filament-binding protein,,,,,,
K16812,TPX2; targeting protein for Xklp2,,,,,,
K16813,PNPLA1; patatin-like phospholipase domain-containing protein 1 [EC:3.1.1.-],,,,,,
K16814,PNPLA5; patatin-like phospholipase domain-containing protein 5 [EC:3.1.1.-],,,,,,
K16815,PNPLA8; calcium-independent phospholipase A2-gamma,,,,,,
K16816,"PNPLA2, ATGL; patatin-like phospholipase domain-containing protein 2 [EC:3.1.1.3]",R02687,"1,2-Diacyl-sn-glycerol + H2O <=> 1-Acylglycerol + Fatty acid",map04923,Regulation of lipolysis in adipocytes,M00098,Acylglycerol degradation
K16817,PLA2G16; HRAS-like suppressor 3 [EC:3.1.1.32 3.1.1.4],R07860,"Phosphatidylcholine + H2O <=> 2-Acyl-sn-glycero-3-phosphocholine + (9Z,12Z,15Z)-Octadecatrienoic acid",map04923,Regulation of lipolysis in adipocytes,,
K16818,DAD1; phospholipase A1 [EC:3.1.1.32],R07860,"Phosphatidylcholine + H2O <=> 2-Acyl-sn-glycero-3-phosphocholine + (9Z,12Z,15Z)-Octadecatrienoic acid",map01110,Biosynthesis of secondary metabolites,,
K16819,AMOT; angiomotin,,,map04530,Tight junction,,
K16820,"WWTR1, TAZ; WW domain-containing transcription regulator protein 1",,,map04392,Hippo signaling pathway - multiple species,,
K16821,FRMD1; FERM domain-containing protein 1,,,map04392,Hippo signaling pathway - multiple species,,
K16822,FRMD6; FERM domain-containing protein 6,,,map04392,Hippo signaling pathway - multiple species,,
K16823,"TP53BP2, ASPP2; apoptosis-stimulating of p53 protein 2",,,map04390,Hippo signaling pathway,,
K16824,"FCGR2C, CD32; low affinity immunoglobulin gamma Fc receptor II-c",,,map05152,Tuberculosis,,
K16825,"CEACAM19, CEAL1; carcinoembryonic antigen-related cell adhesion molecule 19",,,,,,
K16826,SIRPB2; signal-regulatory protein beta 2,,,,,,
K16827,SIRPD; signal-regulatory protein delta,,,,,,
K16828,PIM; pimples,,,,,,
K16829,THR; protein three rows,,,,,,
K16830,AURKAIP1; aurora kinase A-interacting protein,,,,,,
K16831,BORA; protein aurora borealis,,,,,,
K16832,"NEDD9, HEF1, CASL; enhancer of filamentation 1",,,,,,
K16833,"PPP1R2, IPP2; protein phosphatase inhibitor 2",,,,,,
K16834,SOST; sclerostin,,,map04928,"Parathyroid hormone synthesis, secretion and action",,
K16835,CETP; cholesteryl ester transfer protein,,,map04979,Cholesterol metabolism,,
K16836,TCL1B; T-cell leukemia/lymphoma 1B,,,map04151,PI3K-Akt signaling pathway,,
K16837,MTCP1; mature T-cell proliferation-1 type B1,,,map04151,PI3K-Akt signaling pathway,,
K16838,pucL; urate oxidase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:1.7.3.3 4.1.1.97],R07981,"1,3,7-Trimethyluric acid + Oxygen + 2 H2O <=> 3,6,8-Trimethylallantoin + CO2 + Hydrogen peroxide",map01120,Microbial metabolism in diverse environments,M00546,"Purine degradation, xanthine => urea"
K16839,hpxO; FAD-dependent urate hydroxylase [EC:1.14.13.113],R09514,Urate + NADH + H+ + Oxygen <=> 5-Hydroxyisourate + NAD+ + H2O,map01120,Microbial metabolism in diverse environments,M00546,"Purine degradation, xanthine => urea"
K16840,hpxQ; 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97],R06604,"5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate <=> (S)-Allantoin + CO2",map01120,Microbial metabolism in diverse environments,M00546,"Purine degradation, xanthine => urea"
K16841,hpxA; allantoin racemase [EC:5.1.99.3],R03925,(S)-Allantoin <=> (R)(-)-Allantoin,map01120,Microbial metabolism in diverse environments,,
K16842,hpxB; allantoinase [EC:3.5.2.5],R02425,(S)-Allantoin + H2O <=> Allantoate,map01120,Microbial metabolism in diverse environments,M00546,"Purine degradation, xanthine => urea"
K16843,slcC; (S)-sulfolactate dehydrogenase [EC:1.1.1.310],R05693,(S)-3-Sulfolactate + NAD+ <=> 3-Sulfopyruvate + NADH + H+,map01100,Metabolic pathways,,
K16844,comC; (2R)-3-sulfolactate dehydrogenase (NADP+) [EC:1.1.1.338],R07137,(2R)-3-Sulfolactate + NADP+ <=> 3-Sulfopyruvate + NADPH + H+,map01120,Microbial metabolism in diverse environments,,
K16845,suyA; (2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24],R07633,(2R)-3-Sulfolactate <=> Pyruvate + HSO3-,map01100,Metabolic pathways,,
K16846,suyB; (2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24],R07633,(2R)-3-Sulfolactate <=> Pyruvate + HSO3-,map01100,Metabolic pathways,,
K16847,TIAM2; T-lymphoma invasion and metastasis-inducing protein 2,,,,,,
K16848,IQGAP1; Ras GTPase-activating-like protein IQGAP1,,,map05205,Proteoglycans in cancer,,
K16849,uxaA1; altronate dehydratase small subunit [EC:4.2.1.7],R01540,D-Altronate <=> 2-Dehydro-3-deoxy-D-gluconate + H2O,map01100,Metabolic pathways,M00631,"D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P"
K16850,uxaA2; altronate dehydratase large subunit [EC:4.2.1.7],R01540,D-Altronate <=> 2-Dehydro-3-deoxy-D-gluconate + H2O,map01100,Metabolic pathways,M00631,"D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P"
K16851,"FCAMR, CD351; high affinity immunoglobulin alpha and immunoglobulin mu Fc receptor",,,,,,
K16852,"SLAMF6, CD352; SLAM family member 6",,,,,,
K16853,"SLAMF8, CD353; SLAM family member 8",,,,,,
K16854,"EVI2B, CD361; ecotropic viral integration site 2B protein",,,,,,
K16855,NUDT16; U8 snoRNA-decapping enzyme [EC:3.6.1.62 3.6.1.64],R10815,m7G(5')pppR-mRNA + H2O <=> N7-Methylguanosine 5'-diphosphate + 5'-Phospho-[mRNA],map03018,RNA degradation,,
K16856,ugl; ureidoglycolate lyase [EC:4.3.2.3],R00776,(S)-Ureidoglycolate <=> Glyoxylate + Urea,map01100,Metabolic pathways,,
K16857,THBS1; thrombospondin 1,,,map05219,Bladder cancer,,
K16858,VEGFB; vascular endothelial growth factor B,,,map05200,Pathways in cancer,,
K16859,PGF; placenta growth factor,,,map05200,Pathways in cancer,,
K16860,PLD3_4; phospholipase D3/4 [EC:3.1.4.4],R07385,O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine + H2O <=> 2-Acyl-1-(1-alkenyl)-sn-glycero-3-phosphate + Ethanolamine,map01110,Biosynthesis of secondary metabolites,,
K16861,PLD5; inactive phospholipase D5,,,,,,
K16862,PLD6; mitochondrial cardiolipin hydrolase [EC:3.1.4.-],,,,,,
K16863,MIR21; microRNA 21,,,map05206,MicroRNAs in cancer,,
K16864,MIR10A; microRNA 10a,,,map05418,Fluid shear stress and atherosclerosis,,
K16865,PDCD4; programmed cell death protein 4,,,map05206,MicroRNAs in cancer,,
K16866,TIMP3; metalloproteinase inhibitor 3,,,map05206,MicroRNAs in cancer,,
K16867,"NUDT16L1, SDOS; NUDT16-like protein 1",,,map05205,Proteoglycans in cancer,,
K16868,tehB; tellurite methyltransferase [EC:2.1.1.265],,,,,,
K16869,lipL; octanoyl-[GcvH]:protein N-octanoyltransferase [EC:2.3.1.204],R12432,Dihydrolipoylprotein + Lipoyl-carrier protein E2 <=> Glycine cleavage system H + Enzyme N6-(dihydrolipoyl)lysine,,,,
K16870,wbbL; N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289],R12077,dTDP-L-rhamnose + GlcNAc-pyrophosphoryldecaprenol <=> dTDP + Rhamnosyl-N-acetyl-glucosaminyl-decaprenyl diphosphate,map01100,Metabolic pathways,,
K16871,POP2; 4-aminobutyrate---pyruvate transaminase [EC:2.6.1.96],R10178,4-Aminobutanoate + Pyruvate <=> Succinate semialdehyde + L-Alanine,map01120,Microbial metabolism in diverse environments,M00027,GABA (gamma-Aminobutyrate) shunt
K16872,E2.3.1.207; beta-ketodecanoyl-[acyl-carrier-protein] synthase [EC:2.3.1.207],,,,,,
K16873,hmfH; 5-(hydroxymethyl)furfural/furfural oxidase [EC:1.1.3.47 1.1.3.-],R10858,"5-Hydroxymethyl-2-furaldehyde + 3 Oxygen + 2 H2O <=> 2,5-Furandicarboxylate + 3 Hydrogen peroxide",map01120,Microbial metabolism in diverse environments,,
K16874,"hmfF; 2,5-furandicarboxylate decarboxylase 1",R10213,"2,5-Furandicarboxylate <=> 2-Furoate + CO2",map01120,Microbial metabolism in diverse environments,,
K16875,"hmfG; 2,5-furandicarboxylate decarboxylase 2",R10213,"2,5-Furandicarboxylate <=> 2-Furoate + CO2",map01120,Microbial metabolism in diverse environments,,
K16876,hmfD; 2-furoate---CoA ligase [EC:6.2.1.31],R02986,ATP + 2-Furoate + CoA <=> AMP + Diphosphate + 2-Furoyl-CoA,map01120,Microbial metabolism in diverse environments,,
K16877,hmfA; 2-furoyl-CoA dehydrogenase large subunit [EC:1.3.99.8],R02987,2-Furoyl-CoA + Acceptor + H2O <=> S-(5-Hydroxy-2-furoyl)-CoA + Reduced acceptor,map01120,Microbial metabolism in diverse environments,,
K16878,hmfB; 2-furoyl-CoA dehydrogenase FAD binding subunit [EC:1.3.99.8],R02987,2-Furoyl-CoA + Acceptor + H2O <=> S-(5-Hydroxy-2-furoyl)-CoA + Reduced acceptor,map01120,Microbial metabolism in diverse environments,,
K16879,hmfC; 2-furoyl-CoA dehydrogenase 2Fe-2S iron sulfur subunit [EC:1.3.99.8],R02987,2-Furoyl-CoA + Acceptor + H2O <=> S-(5-Hydroxy-2-furoyl)-CoA + Reduced acceptor,map01120,Microbial metabolism in diverse environments,,
K16880,hmfE; 2-oxoglutaroyl-CoA hydrolase,R10210,2-Oxoglutaryl-CoA + H2O <=> 2-Oxoglutarate + CoA,map01120,Microbial metabolism in diverse environments,,
K16881,K16881; mannose-1-phosphate guanylyltransferase / phosphomannomutase [EC:2.7.7.13 5.4.2.8],R01818,D-Mannose 6-phosphate <=> D-Mannose 1-phosphate,map01130,Biosynthesis of antibiotics,M00114,"Ascorbate biosynthesis, plants, glucose-6P => ascorbate"
K16882,PCLO; protein piccolo,,,map04911,Insulin secretion,,
K16883,sta; heat-stable enterotoxin STa/STI,,,,,M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins"
K16884,stb; heat-stable enterotoxin STb/STII,,,,,M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins"
K16885,"qmoA; quinone-modifying oxidoreductase, subunit QmoA",,,,,,
K16886,"qmoB; quinone-modifying oxidoreductase, subunit QmoB",,,,,,
K16887,"qmoC; quinone-modifying oxidoreductase, subunit QmoC",,,,,,
K16888,ZACN; zinc-activated ligand-gated ion channel,,,,,,
K16889,CATSPER1; cation channel sperm-associated protein 1,,,,,,
K16890,CATSPER2; cation channel sperm-associated protein 2,,,,,,
K16891,CATSPER3; cation channel sperm-associated protein 3,,,,,,
K16892,CATSPER4; cation channel sperm-associated protein 4,,,,,,
K16893,CATSPERB; cation channel sperm-associated protein subunit beta,,,,,,
K16894,CATSPERG; cation channel sperm-associated protein subunit gamma,,,,,,
K16895,CATSPERD; cation channel sperm-associated protein subunit delta,,,,,,
K16896,TPCN1; two pore calcium channel protein 1,,,map04020,Calcium signaling pathway,,
K16897,TPCN3; two pore calcium channel protein 3,,,,,,
K16898,addA; ATP-dependent helicase/nuclease subunit A [EC:3.1.-.- 3.6.4.12],,,,,,
K16899,addB; ATP-dependent helicase/nuclease subunit B [EC:3.1.-.- 3.6.4.12],,,,,,
K16900,"TPC1, CCH1; two pore calcium channel protein, plant",,,,,,
K16901,K16901; anthranilate 3-monooxygenase (FAD) / 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.8 1.14.14.9],R09517,Anthranilate + FADH2 + Oxygen <=> 3-Hydroxyanthranilate + FAD + H2O,map01220,Degradation of aromatic compounds,,
K16902,E1.5.1.45; FAD reductase [NAD(P)H] [EC:1.5.1.45],R09748,FADH2 + NAD+ <=> FAD + NADH + H+,map01120,Microbial metabolism in diverse environments,,
K16903,TAA1; L-tryptophan---pyruvate aminotransferase [EC:2.6.1.99],R10180,L-Tryptophan + Pyruvate <=> Indolepyruvate + L-Alanine,map01100,Metabolic pathways,,
K16904,DCTPP1; dCTP diphosphatase [EC:3.6.1.12],R01668,dCTP + H2O <=> dCMP + Diphosphate,map01100,Metabolic pathways,,
K16905,K16905; fluoroquinolone transport system permease protein,,,map02010,ABC transporters,,
K16906,K16906; fluoroquinolone transport system permease protein,,,map02010,ABC transporters,,
K16907,K16907; fluoroquinolone transport system ATP-binding protein [EC:3.6.3.-],,,map02010,ABC transporters,,
K16908,CRR1; chloroplast NAD(P)H dehydrogenase [EC:1.6.99.-],,,,,,
K16909,ADAM18; disintegrin and metalloproteinase domain-containing protein 18 [EC:3.4.24.-],,,,,,
K16910,PTPRQ; receptor-type tyrosine-protein phosphatase Q [EC:3.1.3.48],,,,,,
K16911,DDX21; ATP-dependent RNA helicase DDX21 [EC:3.6.4.13],,,,,,
K16912,LAS1; ribosomal biogenesis protein LAS1,,,,,,
K16913,"PELP1, MNAR; proline-, glutamic acid- and leucine-rich protein 1",,,,,,
K16914,"RIOX1, NO66; bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66 [EC:1.14.11.- 1.14.11.27]",,,,,,
K16915,cbiL; nickel transport protein,,,map02010,ABC transporters,,
K16916,yydJ; putative peptide transport system permease protein,,,map02010,ABC transporters,,
K16917,yydI; putative peptide transport system ATP-binding protein,,,map02010,ABC transporters,,
K16918,ytrF; acetoin utilization transport system permease protein,,,map02010,ABC transporters,,
K16919,ytrC_D; acetoin utilization transport system permease protein,,,map02010,ABC transporters,,
K16920,ytrE; acetoin utilization transport system ATP-binding protein,,,map02010,ABC transporters,,
K16921,ytrB; acetoin utilization transport system ATP-binding protein,,,map02010,ABC transporters,,
K16922,yydH; putative peptide zinc metalloprotease protein,,,,,,
K16923,qrtT; energy-coupling factor transport system substrate-specific component,,,,,,
K16924,mtsT; energy-coupling factor transport system substrate-specific component,,,,,,
K16925,ykoE; energy-coupling factor transport system substrate-specific component,,,,,,
K16926,htsT; energy-coupling factor transport system substrate-specific component,,,,,,
K16927,cbrT; energy-coupling factor transport system substrate-specific component,,,,,,
K16928,mtaT; energy-coupling factor transport system substrate-specific component,,,,,,
K16929,K16929; energy-coupling factor transport system substrate-specific component,,,,,,
K16930,cdat8; tRNA(cytosine8) deaminase [EC:3.5.4.35],R10232,tRNA cytosine + H2O <=> tRNA uridine + Ammonia,,,,
K16931,"STAR; steroidogenic acute regulatory protein, mitochondrial",,,map04979,Cholesterol metabolism,,
K16932,APOBEC1; C->U-editing enzyme APOBEC1 [EC:3.5.4.36],,,,,,
K16933,doxB; heme bearing subunit I of the terminal oxidase,,,,,,
