,CHEM_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,PLOT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PUBCHEM,CHRO_LIB_ENTRY_ID,COMP_ID,LIB_ID,PLATFORM
1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,100009078,Lipid,Phosphatidylethanolamine (PE),2461.0,NAMED,GKAFCSRKMWFPSJ-RJXNKANHSA-N,O=C(CCCCCCC/C=C\CCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,,7825703.0,HMDB0005349,,9546753.0,165457,52687,402,Pos Late
1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*,100009130,Lipid,Phosphatidylcholine (PC),2375.0,NAMED,FPEVDFOXMCHLKL-KFDYCXSYSA-N,O=C(CCCCCCC/C=C\CCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O,1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*,1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*,,24766785.0,HMDB0008123,,24778955.0,165470,52697,402,Pos Late
1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,100009131,Lipid,Phosphatidylcholine (PC),2382.0,NAMED,ZZSZQATYGVHNLZ-PUMLCSCDSA-N,O=C(CCCCCCC/C=C\C/C=C\CCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,,24766809.0,HMDB0008147,C05208,24778979.0,165488,52710,402,Pos Late
1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,100009139,Lipid,Phosphatidylcholine (PC),2283.0,NAMED,SRQSAJRUMDQMMS-NLDJLLEISA-N,O=C(CCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,,24766559.0,HMDB0007883,,24778634.0,166625,53195,402,Pos Late
1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,100009160,Lipid,Plasmalogen,2820.0,NAMED,FZMYLOBGNYZPQO-QLSONYGBSA-N,[H][C@](OC(CCCCCCC/C=C\CCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)CO/C=C\CCCCCCCCCCCCCC,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,,24767482.0,HMDB0011207,,52923882.0,165492,52713,402,Pos Late
1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,100009162,Lipid,Plasmalogen,2819.0,NAMED,PEWXKAOBUSBJLD-MCBGMKGZSA-N,[H][C@](OC(CCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)CO/C=C\CCCCCCCCCCCCCC,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,,9322076.0,HMDB0011206,,11146967.0,165495,52716,402,Pos Late
1-stearoyl-2-oleoyl-GPI (18:0/18:1)*,100009181,Lipid,Phosphatidylinositol (PI),2559.0,NAMED,YOBFISPJJWPPTK-BAAZTTAESA-N,O=C(CCCCCCCCCCCCCCCCC)OC[C@@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COP(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)(O)=O,1-stearoyl-2-oleoyl-GPI (18:0/18:1)*,1-stearoyl-2-oleoyl-GPI (18:0/18:1)*,,,HMDB0240667,,,210892,52726,402,Pos Late
1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6)*,100009220,Lipid,Phosphatidylethanolamine (PE),2468.0,NAMED,JZSZAGWWWKKXLO-RMEBTJIYSA-N,O=C(CCCCCCC/C=C\CCCCCCCC)OC[C@]([H])(COP(OCCN)(O)=O)OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O,1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6)*,1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6)*,,24768542.0,HMDB0009078,,52922113.0,166647,53209,402,Pos Late
1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,100009225,Lipid,Plasmalogen,2827.0,NAMED,XVXISDREVDGQPX-PISDLAQISA-N,[H][C@](OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(COP(OCCN)(O)=O)CO/C=C\CCCCCCCCCCCCCCCC,1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,,24769261.0,HMDB0011376,,,165539,52748,402,Pos Late
1-linoleoyl-GPG (18:2)*,100009227,Lipid,Lysophospholipid,2732.0,NAMED,VEEHTGYBVMTAAF-RFFZIGDUSA-N,[H][C@@](CO)(O)COP(OC[C@]([H])(O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(O)=O,1-linoleoyl-GPG (18:2)*,1-linoleoyl-GPG (18:2)*,,,HMDB0240600,,,207774,54885,209,Neg
thioproline,100009232,Xenobiotics,Chemical,6262.0,NAMED,DZLNHFMRPBPULJ-VKHMYHEASA-N,O=C(O)[C@]1(NCSC1)[H],thioproline,thioproline,34592-47-4,84120.0,HMDB0062164,,93176.0,179281,53231,400,Pos Early
palmitoylcholine,100009233,Lipid,Fatty Acid Metabolism (Acyl Choline),1960.0,NAMED,UFQZDKMTMXCDBP-UHFFFAOYSA-N,C[N+](C)(C)CCOC(CCCCCCCCCCCCCC[CH2-])=O,palmitoylcholine,palmitoylcholine,,133731.0,HMDB0240592,,151731.0,166270,52944,402,Pos Late
2-methylserine,100009246,Amino Acid,"Glycine, Serine and Threonine Metabolism",16.0,NAMED,CDUUKBXTEOFITR-UHFFFAOYSA-N,OCC(N)(C)C(O)=O,2-methylserine,2-methylserine,,85112.0,,C02115,94309.0,179277,53229,400,Pos Early
glycochenodeoxycholate glucuronide (1),100009264,Lipid,Primary Bile Acid Metabolism,3491.0,NAMED,ABFZMYIIUREPLL-ASWJIRIHSA-N,O[C@H]1[C@@]2([C@@]([H])([C@]3(CC[C@H](C[C@]3(C1)[H])O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(O)=O)O)O)O)C)CC[C@]5([C@]2(CC[C@@H]5[C@@H](CCC(NCC(O)=O)=O)C)[H])C)[H],glycochenodeoxycholate glucuronide (1),glycochenodeoxycholate glucuronide (1),,,HMDB0002579,,44263370.0,166140,52983,209,Neg
(S)-3-hydroxybutyrylcarnitine,100009271,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",1937.0,NAMED,UEFRDQSMQXDWTO-UHFFFAOYSA-N,CC(O)CC(OC(C[N+](C)(C)C)CC([O-])=O)=O,(S)-3-hydroxybutyrylcarnitine,(S)-3-hydroxybutyrylcarnitine,,,HMDB0013127,,71464477.0,166220,52984,400,Pos Early
glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),100009272,Lipid,Hexosylceramides (HCER),3076.0,NAMED,VJLLLMIZEJJZTE-NNTBDIJYSA-N,[H][C@](O)([C@@](NC(CCCCCCCCCCCCCCC)=O)(CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[H])/C=C/CCCCCCCCCCCCC,glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),,,,,,166346,53013,402,Pos Late
ascorbic acid 2-sulfate,100009329,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,4368.0,NAMED,SKKZOYBAANIUOV-ZAFYKAAXSA-N,O[C@@H](CO)[C@@](C1=O)([H])OC(O)=C1OS(O)(=O)=O,ascorbic acid 2-sulfate,ascorbic acid 2-sulfate,,77998.0,HMDB0060649,,54676864.0,222872,63590,305,Polar
1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,100009343,Lipid,Phosphatidylcholine (PC),2377.0,NAMED,HZGAVPNEGHQJID-UNBCHYIMSA-N,O=C(CCCCCCC/C=C\C/C=C\CCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O,1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,,24766802.0,HMDB0008141,,52922731.0,166602,53176,402,Pos Late
hexadecadienoate (16:2n6),100009394,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1583.0,NAMED,WPJGPAAPSBVXNU-HZJYTTRNSA-N,CCCCC/C=C\C/C=C\CCCCCC(O)=O,hexadecadienoate (16:2n6),hexadecadienoate (16:2n6),28290-73-5,13628094.0,HMDB0000477,,13932172.0,212703,57652,209,Neg
palmitoleoylcarnitine (C16:1)*,100009406,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1902.0,NAMED,JFAGPSOZZSTLRF-KHPPLWFESA-N,O=C(OC(CC([O-])=O)C[N+](C)(C)C)CCCCCCC/C=C\CCCCCC,palmitoleoylcarnitine (C16:1)*,palmitoleoylcarnitine (C16:1)*,,28639183.0,HMDB0013207,,71464547.0,178791,53223,402,Pos Late
gamma-glutamyl-alpha-lysine,100010901,Peptide,Gamma-glutamyl Amino Acid,655.0,NAMED,LNLLNTMHVMIMOG-YUMQZZPRSA-N,O=C(N[C@@H](CCCCN)C(O)=O)CC[C@H](N)C(O)=O,gamma-glutamyl-alpha-lysine,gamma-glutamyl-alpha-lysine,,58747.0,,,65254.0,208464,55015,400,Pos Early
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,100010923,Lipid,Diacylglycerol,2960.0,NAMED,KRECEGQUDDMNAQ-MYBRWWDOSA-N,OC[C@](COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)([H])OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,,,HMDB0007257,,9543796.0,208041,54956,402,Pos Late
oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,100010937,Lipid,Diacylglycerol,2958.0,NAMED,LWXLWRXRJKMNLM-XBUMEPTLSA-N,CCCCCCCC/C=C/CCCCCCCC(OCC(OC(CCC/C=C/C/C=C/C/C=C/C/C=C/CCCCC)=O)CO)=O,oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,,,HMDB0007228,,9543786.0,208046,54961,402,Pos Late
linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*,100010941,Lipid,Diacylglycerol,2949.0,NAMED,MQGBAQLIFKSMEM-WVZYQCMWSA-N,CCCCC/C=C/C/C=C/CCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)CO)=O,linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*,linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*,,,HMDB0007248,,9543729.0,208053,54968,402,Pos Late
linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*,100010942,Lipid,Diacylglycerol,2950.0,NAMED,MQGBAQLIFKSMEM-WVZYQCMWSA-N,CCCCC/C=C/C/C=C/CCCCCCCC(OCC(OC(CCCCCCC/C=C/C/C=C/CCCCC)=O)CO)=O,linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*,linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*,,,HMDB0007248,,9543729.0,208054,54969,402,Pos Late
perfluorooctanesulfonate (PFOS),100010955,Xenobiotics,Chemical,6213.0,NAMED,YFSUTJLHUFNCNZ-UHFFFAOYSA-N,O=S(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(O)=O,perfluorooctanesulfonate (PFOS),perfluorooctanesulfonate (PFOS),1763-23-1,67068.0,HMDB0059586,C18142,74483.0,212104,57564,209,Neg
N-palmitoyl-sphingadienine (d18:2/16:0)*,100015609,Lipid,Ceramides,3049.0,NAMED,XXWRZIYYFPIQHE-XPAOSYCESA-N,[H][C@](NC(CCCCCCCCCCCCCCC)=O)(CO)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC,N-palmitoyl-sphingadienine (d18:2/16:0)*,N-palmitoyl-sphingadienine (d18:2/16:0)*,,,HMDB0240686,,,211068,57416,402,Pos Late
lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,100015620,Lipid,Lactosylceramides (LCER),3110.0,NAMED,MKOKWBRPIBQYJJ-WZBOJYASSA-N,[H][C@](NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)(CO[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O2)CO)[C@H](O1)CO)[C@@](O)([H])/C=C/CCCCCCCCCCCCC,lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,,24846896.0,HMDB0004872,,,210897,57370,402,Pos Late
lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*,100015623,Lipid,Lactosylceramides (LCER),3109.0,NAMED,QYWVASPEUXEHSY-NNRNTGNWSA-N,[H][C@](NC(CCCCCCCCCCCCCCCCCCCCC)=O)(CO[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O2)CO)[C@H](O1)CO)[C@@](O)([H])/C=C/CCCCCCCCCCCCC,lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*,lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*,,24846893.0,HMDB0011594,,44260143.0,211075,57422,402,Pos Late
glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*,100015625,Lipid,Hexosylceramides (HCER),3087.0,NAMED,BZVOAOVDSULRAB-NUBHLNQHSA-N,[H][C@](NC(CCCCCCCCCCCCCCCCCCCCC)=O)(CO[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](CO)O1)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC,glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*,glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*,,,,,,211074,57421,402,Pos Late
2-hydroxybehenate,100015637,Lipid,"Fatty Acid, Monohydroxy",1991.0,NAMED,RPGJJWLCCOPDAZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCC(O)C(O)=O,2-hydroxybehenate,2-hydroxybehenate,,167899.0,HMDB0061660,,193484.0,212725,57663,209,Neg
2-hydroxynervonate*,100015638,Lipid,"Fatty Acid, Monohydroxy",1993.0,NAMED,UFOOFOUFKSIFCD-KTKRTIGZSA-N,OC(C(O)=O)CCCCCCCCCCCC/C=C\CCCCCCCC,2-hydroxynervonate*,2-hydroxynervonate*,,4472208.0,,,5312783.0,217999,61698,209,Neg
N-oleoylserine,100015641,Lipid,Endocannabinoid,2213.0,NAMED,MBDKGXAMSZIDKF-KTKRTIGZSA-N,CCCCCCCC/C=C\CCCCCCCC(NC(C(O)=O)CO)=O,N-oleoylserine,N-oleoylserine,,21466990.0,,,44190514.0,212727,57664,209,Neg
N-palmitoyl-heptadecasphingosine (d17:1/16:0)*,100015731,Lipid,Ceramides,3061.0,NAMED,KXVLPPCAUYSNGY-BYCLXTJYSA-N,OC(/C=C/CCCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCCCC)=O,N-palmitoyl-heptadecasphingosine (d17:1/16:0)*,N-palmitoyl-heptadecasphingosine (d17:1/16:0)*,,,HMDB0240685,,,211083,57430,402,Pos Late
"ceramide (d18:1/14:0, d16:1/16:0)*",100015735,Lipid,Ceramides,3065.0,NAMED,ZKRPGPZHULJLKJ-IMVLJIQESA-N,OC(/C=C/CCCCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCC)=O,"ceramide (d18:1/14:0, d16:1/16:0)*","ceramide (d18:1/14:0, d16:1/16:0)*",,,"HMDB0240681,HMDB0011773",,,211086,57432,402,Pos Late
"ceramide (d18:1/17:0, d17:1/18:0)*",100015737,Lipid,Ceramides,3066.0,NAMED,ICWGMOFDULMCFL-SJCQXOIGSA-N,OC(/C=C/CCCCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCCCCC)=O,"ceramide (d18:1/17:0, d17:1/18:0)*","ceramide (d18:1/17:0, d17:1/18:0)*",,,"HMDB0240683,HMDB0240678",,,211088,57434,402,Pos Late
"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*",100015745,Lipid,Hexosylceramides (HCER),3101.0,NAMED,WYTRSDHGWSSQLK-PCKKJQKNSA-N,OC(/C=C/CCCCCCCC/C=C\CCC)C(COC1C(O)C(O)C(O)C(CO)O1)NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*","glycosyl ceramide (d18:2/24:1, d18:1/24:2)*",,,,,,211107,57453,402,Pos Late
linoleoylcholine*,100015760,Lipid,Fatty Acid Metabolism (Acyl Choline),1965.0,NAMED,GVYIAXNFCSAJSK-OKLKQMLOSA-N,C[N+](C)(C)C[CH-]OC(CCCCCCC/C=C/C/C=C/CCCCC)=O,linoleoylcholine*,linoleoylcholine*,,,HMDB0013213,,53481656.0,211119,57463,402,Pos Late
"sphingomyelin (d18:0/20:0, d16:0/22:0)*",100015786,Lipid,Dihydrosphingomyelins,3121.0,NAMED,UGRZESKDAPEULH-ACEXITHZSA-N,CCCCCCCCCCCCCCC[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O,"sphingomyelin (d18:0/20:0, d16:0/22:0)*","sphingomyelin (d18:0/20:0, d16:0/22:0)*",,,HMDB0012090,,,211139,57476,402,Pos Late
"sphingomyelin (d18:1/19:0, d19:1/18:0)*",100015787,Lipid,Sphingomyelins,3139.0,NAMED,HAFQHLHNPJDAGB-MAJDXUCPSA-N,CCCCCCCCCCCCCCCCCCC(N[C@H]([C@H](O)/C=C/CCCCCCCCCCCCC)COP([O-])(OCC[N+](C)(C)C)=O)=O,"sphingomyelin (d18:1/19:0, d19:1/18:0)*","sphingomyelin (d18:1/19:0, d19:1/18:0)*",,,,,,211138,57475,402,Pos Late
sphingomyelin (d18:2/18:1)*,100015788,Lipid,Sphingomyelins,3128.0,NAMED,YMTVMVYOUDDTQJ-UOMMIRHQSA-N,[H][C@](NC(CCCCCCC/C=C\CCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC,sphingomyelin (d18:2/18:1)*,sphingomyelin (d18:2/18:1)*,,,HMDB0001348,,52931155.0,211137,57474,402,Pos Late
sphingomyelin (d18:2/24:2)*,100015789,Lipid,Sphingomyelins,3130.0,NAMED,ZLNGRWIWHFFRNK-UKCALJHFSA-N,CCC/C=C/CCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCC/C=C/C/C=C/CC)=O)COP([O-])(OCC[N+](C)(C)C)=O,sphingomyelin (d18:2/24:2)*,sphingomyelin (d18:2/24:2)*,,,HMDB0240644,,,211142,57479,402,Pos Late
"sphingomyelin (d18:2/21:0, d16:2/23:0)*",100015790,Lipid,Sphingomyelins,3144.0,NAMED,SDUGEKJCGFHJRC-GKPQAQNZSA-N,CCC/C=C/CCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O,"sphingomyelin (d18:2/21:0, d16:2/23:0)*","sphingomyelin (d18:2/21:0, d16:2/23:0)*",,,HMDB0240676,,,211143,57480,402,Pos Late
sphingomyelin (d18:2/23:1)*,100015791,Lipid,Sphingomyelins,3129.0,NAMED,FEKSRDMVIULIDJ-SQPFVDNVSA-N,CCC/C=C/CCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCC/C=C/CCC)=O)COP([O-])(OCC[N+](C)(C)C)=O,sphingomyelin (d18:2/23:1)*,sphingomyelin (d18:2/23:1)*,,,HMDB0240668,,,211145,57482,402,Pos Late
"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",100015792,Lipid,Sphingomyelins,3150.0,NAMED,JONXXLXMISNQNG-BXMSAMRLSA-N,[H][C@](NC(CCCCCCCCCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCCCCCCC,"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*","sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",,24846885.0,"HMDB0240675,HMDB0240674,HMDB0240673,HMDB0240671",,,211141,57478,402,Pos Late
"sphingomyelin (d17:2/16:0, d18:2/15:0)*",100015793,Lipid,Sphingomyelins,3135.0,NAMED,YHBBZTIPONDTRX-TVUHHANTSA-N,[H][C@](NC(CCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCC/C=C\CCC,"sphingomyelin (d17:2/16:0, d18:2/15:0)*","sphingomyelin (d17:2/16:0, d18:2/15:0)*",,,HMDB0240677,,,211146,57483,402,Pos Late
linolenoylcarnitine (C18:3)*,100015831,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1909.0,NAMED,WJCRATGUUISKDG-QNEBEIHSSA-N,O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCCCCCC/C=C\C/C=C\C/C=C\CC,linolenoylcarnitine (C18:3)*,linolenoylcarnitine (C18:3)*,,,,,,211212,57511,402,Pos Late
behenoylcarnitine (C22)*,100015832,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1885.0,NAMED,IUMXSSOVGPXXJL-UHFFFAOYSA-N,O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCCCCCCCCCCCCCCCCCCCC,behenoylcarnitine (C22)*,behenoylcarnitine (C22)*,,28639204.0,HMDB0062468,,71464577.0,211215,57514,402,Pos Late
arachidoylcarnitine (C20)*,100015833,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1884.0,NAMED,SVJLJQBGUITFLI-UHFFFAOYSA-N,O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCCCCCCCCCCCCCCCCCC,arachidoylcarnitine (C20)*,arachidoylcarnitine (C20)*,,28639199.0,HMDB0006460,,53477833.0,211214,57513,402,Pos Late
lignoceroylcarnitine (C24)*,100015834,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1886.0,NAMED,YDUFZFUYBBPVLJ-UHFFFAOYSA-N,O=C(CCCCCCCCCCCCCCCCCCCCCCC)OC(C[N+](C)(C)C)CC([O-])=O,lignoceroylcarnitine (C24)*,lignoceroylcarnitine (C24)*,,,HMDB0240665,,,211216,57515,402,Pos Late
cerotoylcarnitine (C26)*,100015835,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1887.0,NAMED,KOCKWDDTAHPJSX-UHFFFAOYSA-N,[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCCCCCCCCCCCCCCCC)=O)=O,cerotoylcarnitine (C26)*,cerotoylcarnitine (C26)*,,35015992.0,HMDB0006347,,53477828.0,211217,57516,402,Pos Late
ximenoylcarnitine (C26:1)*,100015836,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1907.0,NAMED,ONGUASHYQLGIFC-OCOZRVBESA-N,O=C(OC(C[N+](C)(C)C)CC([O-])=O)CCC/C=C/CCCCCCCCCCCCCCCCCCCC,ximenoylcarnitine (C26:1)*,ximenoylcarnitine (C26:1)*,,,,,,211218,57517,402,Pos Late
arachidonoylcarnitine (C20:4),100015837,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1911.0,NAMED,RBFQHRALHSUPIA-SNPVRQPZSA-N,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(OC(C[N+](C)(C)C)CC([O-])=O)=O,arachidonoylcarnitine (C20:4),arachidonoylcarnitine (C20:4),,,HMDB0006455,,136212424.0,211219,57518,402,Pos Late
dihomo-linoleoylcarnitine (C20:2)*,100015839,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1910.0,NAMED,OLZWDVKTOGTVLC-UTJQPWESSA-N,O=C(CCCCCCCCC/C=C\C/C=C\CCCCC)OC(C[N+](C)(C)C)CC([O-])=O,dihomo-linoleoylcarnitine (C20:2)*,dihomo-linoleoylcarnitine (C20:2)*,,,,,,211221,57520,402,Pos Late
dihomo-linolenoylcarnitine (C20:3n3 or 6)*,100015840,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1912.0,NAMED,RDIZZXFTCZPSRY-WYTUUNCASA-N,O=C(CCCCCC/C=C/C/C=C/C/C=C/CCCCC)OC(CC([O-])=O)C[N+](C)(C)C,dihomo-linolenoylcarnitine (C20:3n3 or 6)*,dihomo-linolenoylcarnitine (C20:3n3 or 6)*,,,,,,211222,57521,402,Pos Late
nervonoylcarnitine (C24:1)*,100015846,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1906.0,NAMED,QGIHQXKFCAACHN-SEYXRHQNSA-N,O=C(CCCCCCCCCCCCC/C=C\CCCCCCCC)OC(C[N+](C)(C)C)CC([O-])=O,nervonoylcarnitine (C24:1)*,nervonoylcarnitine (C24:1)*,,,HMDB0006509,,,211232,57531,402,Pos Late
"glycosyl ceramide (d18:1/20:0, d16:1/22:0)*",100015882,Lipid,Hexosylceramides (HCER),3097.0,NAMED,FXNTXJCUSRJUFN-QOSDPKFLSA-N,OCC(NC(CCCCCCCCCCCCCCCCCCC)=O)C(OC1OC(CO)C(O)C(O)C1O)/C=C/CCCCCCCCCCCCC,"glycosyl ceramide (d18:1/20:0, d16:1/22:0)*","glycosyl ceramide (d18:1/20:0, d16:1/22:0)*",,,,,,212143,57595,402,Pos Late
"N,N,N-trimethyl-5-aminovalerate",100015962,Amino Acid,Lysine Metabolism,140.0,NAMED,CDLVFVFTRQPQFU-UHFFFAOYSA-N,C[N+](C)(C)CCCCC([O-])=O,"N,N,N-trimethyl-5-aminovalerate","N,N,N-trimethyl-5-aminovalerate",,34236878.0,,,14274897.0,213101,57687,400,Pos Early
